product_number,discount,orders,day_of_week,month,is_weekend,quarter,is_summer,is_winter,department_desc_MENS OWN BRAND FOOTWEAR,department_desc_MENS OWN BRAND OUTERWEAR,Predictions
3774,36.9,0.0,0,2,0,1,0,1,1,0,0.0
3098,0.0,5.0,2,3,0,1,0,0,0,0,2.0
1195,0.0,0.0,2,6,0,2,1,0,0,0,2.0
3455,40.0,0.0,2,1,0,1,0,1,0,1,2.0
1297,0.0,0.0,1,10,0,4,0,0,0,0,0.0
1024,33.33,0.0,5,8,1,3,1,0,0,0,3.0
4134,30.0,0.0,4,2,0,1,0,1,1,0,13.0
301,55.0,0.0,4,9,0,3,0,0,0,1,0.0
1393,46.15,9.0,1,8,0,3,1,0,1,0,12.0
2410,13.51,5.0,1,6,0,2,1,0,1,0,34.0
4142,51.985,47.0,1,2,0,1,0,1,1,0,63.0
3758,17.14,0.0,6,4,1,2,0,0,1,0,0.0
2051,3.45,4.0,4,5,0,2,0,0,0,0,0.0
703,0.0,34.0,5,7,1,3,1,0,1,0,2.0
2581,20.0,0.0,1,12,0,4,0,1,1,0,6.0
4648,0.0,0.0,6,10,1,4,0,0,0,0,1.0
288,0.0,0.0,3,7,0,3,1,0,0,0,0.0
1407,30.0,0.0,6,2,1,1,0,1,0,0,1.0
1908,1.29,0.0,3,5,0,2,0,0,0,1,0.0
2994,0.0,0.0,4,8,0,3,1,0,0,0,0.0
3453,0.0,4.0,0,1,0,1,0,1,0,1,12.0
3171,2.0,0.0,0,1,0,1,0,1,1,0,0.0
1741,21.135,5.0,5,10,1,4,0,0,1,0,0.0
4449,6.25,14.0,3,1,0,1,0,1,1,0,4.0
2409,53.7,0.0,1,8,0,3,1,0,1,0,0.0
129,50.0,9.0,2,2,0,1,0,1,0,1,1.0
2402,20.59,0.0,0,2,0,1,0,1,1,0,1.0
1897,20.0,0.0,4,2,0,1,0,1,0,1,1.0
1200,0.0,40.0,6,10,1,4,0,0,1,0,31.0
4649,0.0,0.0,4,1,0,1,0,1,0,0,3.0
149,35.83,0.0,1,7,0,3,1,0,0,1,0.0
1297,0.0,0.0,5,6,1,2,1,0,0,0,0.0
4469,0.0,0.0,5,6,1,2,1,0,0,0,2.0
1806,20.0,0.0,5,11,1,4,0,0,0,0,5.0
2351,0.0,24.0,3,1,0,1,0,1,1,0,14.0
2365,0.0,0.0,6,5,1,2,0,0,1,0,1.0
3174,30.0,0.0,1,2,0,1,0,1,1,0,1.0
131,48.67,9.0,2,7,0,3,1,0,0,1,1.0
1718,0.0,13.0,2,6,0,2,1,0,1,0,0.0
3477,12.22,0.0,3,3,0,1,0,0,1,0,0.0
3758,17.14,0.0,5,4,1,2,0,0,1,0,0.0
584,0.0,0.0,4,1,0,1,0,1,0,0,1.0
1712,23.81,0.0,6,3,1,1,0,0,1,0,2.0
1803,20.0,0.0,4,2,0,1,0,1,0,0,0.0
312,22.53333333333333,0.0,1,12,0,4,0,1,1,0,0.0
3436,0.0,0.0,2,2,0,1,0,1,0,1,17.0
1365,3.45,0.0,3,6,0,2,1,0,0,0,0.0
1729,43.53,0.0,4,2,0,1,0,1,1,0,5.0
3304,40.0,0.0,4,1,0,1,0,1,0,0,1.0
1725,0.0,0.0,6,7,1,3,1,0,1,0,0.0
1045,26.39,11.0,0,7,0,3,1,0,0,0,4.0
1732,49.47,0.0,6,5,1,2,0,0,1,0,2.0
2055,30.0,36.0,6,9,1,3,0,0,1,0,10.0
135,70.0,5.0,1,7,0,3,1,0,0,1,12.0
148,10.0,0.0,2,6,0,2,1,0,0,1,0.0
586,30.77,0.0,6,12,1,4,0,1,0,0,14.0
2058,0.0,5.0,1,2,0,1,0,1,1,0,2.0
1201,10.0,29.0,4,4,0,2,0,0,1,0,12.0
322,37.5,0.0,4,1,0,1,0,1,0,1,0.0
683,14.49,0.0,0,7,0,3,1,0,0,0,1.0
3457,40.0,0.0,2,1,0,1,0,1,0,1,3.0
3307,0.0,11.0,1,8,0,3,1,0,0,0,24.0
1046,16.67,0.0,6,3,1,1,0,0,1,0,1.0
3013,20.0,0.0,5,7,1,3,1,0,0,0,0.0
1033,21.43,0.0,4,2,0,1,0,1,0,1,0.0
1025,20.0,0.0,3,6,0,2,1,0,0,0,0.0
1201,33.5,29.0,2,6,0,2,1,0,1,0,32.0
1710,33.78,5.0,0,4,0,2,0,0,1,0,3.0
2561,40.5,0.0,2,12,0,4,0,1,1,0,0.0
4646,0.0,0.0,1,1,0,1,0,1,0,0,1.0
2302,55.88,0.0,5,5,1,2,0,0,1,0,1.0
295,0.0,4.0,3,11,0,4,0,0,0,0,3.0
1818,57.87,0.0,6,8,1,3,1,0,0,0,2.0
2224,0.0,5.0,2,1,0,1,0,1,0,0,7.0
3758,17.14,0.0,0,1,0,1,0,1,1,0,1.0
1192,0.0,0.0,1,1,0,1,0,1,0,0,0.0
3488,0.0,0.0,0,9,0,3,0,0,0,0,5.0
1422,17.14,0.0,0,8,0,3,1,0,1,0,0.0
141,72.31,5.0,3,5,0,2,0,0,0,1,2.0
2365,0.0,0.0,3,5,0,2,0,0,1,0,0.0
1402,0.0,79.0,4,9,0,3,0,0,1,0,34.0
1740,6.25,17.0,6,12,1,4,0,1,1,0,18.0
422,8.7,0.0,3,8,0,3,1,0,0,1,0.0
2101,25.0,53.0,6,1,1,1,0,1,1,0,11.0
4546,20.97,4.0,6,1,1,1,0,1,0,0,4.0
3753,8.495,17.0,1,8,0,3,1,0,1,0,10.0
1733,15.89,0.0,4,4,0,2,0,0,1,0,0.0
379,30.0,0.0,6,11,1,4,0,0,0,0,1.0
3322,28.0,0.0,0,12,0,4,0,1,0,0,0.0
1711,30.0,4.0,4,2,0,1,0,1,1,0,1.0
1200,0.0,81.0,5,8,1,3,1,0,1,0,63.0
583,0.0,0.0,1,2,0,1,0,1,0,0,3.0
2819,15.0,4.0,0,1,0,1,0,1,0,0,4.0
2357,5.26,0.0,1,2,0,1,0,1,0,0,0.0
4660,0.0,0.0,2,4,0,2,0,0,0,0,0.0
1745,23.08,5.0,5,8,1,3,1,0,1,0,0.0
1731,0.0,4.0,5,11,1,4,0,0,1,0,1.0
1045,0.0,11.0,0,4,0,2,0,0,0,0,2.0
3434,20.0,4.0,0,2,0,1,0,1,0,1,4.0
690,10.0,10.0,3,5,0,2,0,0,1,0,19.0
1032,40.0,0.0,0,12,0,4,0,1,0,1,0.0
707,10.0,0.0,6,2,1,1,0,1,0,0,0.0
2,21.075,0.0,1,9,0,3,0,0,1,0,0.0
3820,39.5,0.0,3,12,0,4,0,1,0,1,2.0
1304,0.0,0.0,2,10,0,4,0,0,0,0,0.0
1426,20.0,0.0,3,12,0,4,0,1,1,0,0.0
4335,16.13,0.0,2,5,0,2,0,0,0,0,1.0
3485,37.83,0.0,0,10,0,4,0,0,1,0,0.0
1897,33.67,0.0,6,9,1,3,0,0,0,1,0.0
1302,17.765,0.0,2,9,0,3,0,0,0,0,0.0
1732,41.05,0.0,1,5,0,2,0,0,1,0,0.0
3432,50.0,58.0,1,10,0,4,0,0,0,1,44.0
2908,0.0,0.0,3,8,0,3,1,0,0,0,1.0
275,5.0,0.0,6,2,1,1,0,1,0,0,1.0
1299,20.0,5.0,4,12,0,4,0,1,0,0,3.0
3491,0.0,0.0,0,4,0,2,0,0,0,0,0.0
692,20.0,5.0,2,12,0,4,0,1,1,0,1.0
1579,6.25,23.0,2,6,0,2,1,0,1,0,9.0
4329,0.0,0.0,5,10,1,4,0,0,0,0,0.0
1187,40.0,0.0,5,8,1,3,1,0,0,0,2.0
4655,0.0,0.0,5,4,1,2,0,0,0,0,2.0
4133,30.0,46.0,0,1,0,1,0,1,1,0,13.0
1048,11.11,0.0,0,5,0,2,0,0,1,0,0.0
3174,58.33,0.0,0,3,0,1,0,0,1,0,1.0
2360,30.0,0.0,1,10,0,4,0,0,1,0,0.0
1412,0.0,20.0,5,4,1,2,0,0,1,0,23.0
1182,0.0,0.0,2,11,0,4,0,0,0,0,5.0
1039,30.0,5.0,1,12,0,4,0,1,0,1,12.0
2909,14.92,0.0,2,11,0,4,0,0,0,0,1.0
3403,12.855,0.0,2,3,0,1,0,0,1,0,1.0
1039,0.0,0.0,1,7,0,3,1,0,0,1,9.0
417,20.0,5.0,1,1,0,1,0,1,0,0,11.0
1726,47.114999999999995,0.0,5,9,1,3,0,0,1,0,1.0
1746,37.04,0.0,2,1,0,1,0,1,1,0,9.0
1200,0.0,35.0,3,6,0,2,1,0,1,0,34.0
3399,10.89,0.0,0,8,0,3,1,0,0,0,0.0
1730,43.53,0.0,4,2,0,1,0,1,1,0,2.0
670,0.0,5.0,2,12,0,4,0,1,0,0,0.0
4120,28.545,0.0,2,2,0,1,0,1,1,0,8.0
3481,0.0,4.0,3,9,0,3,0,0,0,0,4.0
3852,20.0,0.0,6,8,1,3,1,0,0,0,2.0
3562,58.46,4.0,0,11,0,4,0,0,0,1,0.0
723,47.06,0.0,1,9,0,3,0,0,1,0,5.0
1047,38.16,5.0,1,11,0,4,0,0,1,0,1.0
2571,23.335,0.0,4,1,0,1,0,1,1,0,0.0
134,0.0,0.0,1,6,0,2,1,0,0,1,0.0
4137,0.0,5.0,5,1,1,1,0,1,1,0,28.0
3756,17.94333333333333,0.0,3,3,0,1,0,0,1,0,0.0
1198,25.0,0.0,5,8,1,3,1,0,0,0,2.0
1818,20.0,0.0,6,8,1,3,1,0,0,0,0.0
3774,30.713333333333335,0.0,2,9,0,3,0,0,1,0,1.0
4561,25.0,4.0,1,12,0,4,0,1,0,0,15.0
3752,2.5,30.0,0,6,0,2,1,0,1,0,28.0
320,0.0,17.0,0,1,0,1,0,1,0,1,10.0
3807,38.1,0.0,4,11,0,4,0,0,0,1,1.0
2488,20.0,0.0,0,3,0,1,0,0,0,0,1.0
1184,0.0,4.0,1,10,0,4,0,0,0,0,1.0
4334,0.0,0.0,1,9,0,3,0,0,0,0,0.0
3319,30.0,0.0,6,12,1,4,0,1,1,0,2.0
4140,2.705,27.0,4,3,0,1,0,0,1,0,10.0
3490,0.0,0.0,5,2,1,1,0,1,0,0,4.0
2367,47.915,0.0,6,1,1,1,0,1,1,0,6.0
1201,33.5,21.0,0,7,0,3,1,0,1,0,18.0
3167,50.0,0.0,0,5,0,2,0,0,1,0,2.0
4330,11.43,0.0,1,8,0,3,1,0,0,0,0.0
1382,0.665,0.0,3,6,0,2,1,0,1,0,0.0
119,6.67,63.0,3,12,0,4,0,1,0,1,26.0
1712,25.54,0.0,0,4,0,2,0,0,1,0,0.0
3308,0.0,4.0,1,5,0,2,0,0,0,0,6.0
4142,0.0,11.0,1,11,0,4,0,0,1,0,5.0
2259,0.0,16.0,2,11,0,4,0,0,0,1,13.0
124,30.0,10.0,6,2,1,1,0,1,0,1,6.0
2354,6.25,8.0,4,1,0,1,0,1,1,0,6.0
1386,0.0,0.0,5,7,1,3,1,0,1,0,0.0
2383,4.76,9.0,5,11,1,4,0,0,1,0,5.0
2367,47.915,0.0,2,7,0,3,1,0,1,0,10.0
2384,49.0,0.0,6,6,1,2,1,0,1,0,0.0
3742,0.0,5.0,5,9,1,3,0,0,0,0,7.0
2103,9.76,13.0,2,10,0,4,0,0,1,0,12.0
1698,33.33,83.0,6,4,1,2,0,0,1,0,25.0
3174,58.33,4.0,1,4,0,2,0,0,1,0,1.0
4327,15.38,0.0,3,6,0,2,1,0,0,0,1.0
1386,5.45,4.0,6,1,1,1,0,1,1,0,2.0
2103,9.76,4.0,1,11,0,4,0,0,1,0,11.0
4142,0.0,11.0,6,8,1,3,1,0,1,0,1.0
4658,0.0,0.0,4,9,0,3,0,0,0,0,0.0
691,6.25,0.0,6,10,1,4,0,0,1,0,5.0
3169,15.895,0.0,0,1,0,1,0,1,1,0,2.0
3434,50.0,54.0,3,11,0,4,0,0,0,1,40.0
1571,4.76,0.0,5,3,1,1,0,0,0,1,1.0
2559,41.08,0.0,3,9,0,3,0,0,1,0,0.0
3490,0.0,0.0,2,1,0,1,0,1,0,0,3.0
141,56.67,0.0,1,11,0,4,0,0,0,1,1.0
128,38.75,0.0,0,5,0,2,0,0,0,1,2.0
2561,33.33,0.0,4,2,0,1,0,1,1,0,0.0
2058,0.0,5.0,2,1,0,1,0,1,1,0,4.0
3754,0.0,0.0,1,2,0,1,0,1,1,0,6.0
719,0.0,23.0,6,11,1,4,0,0,1,0,25.0
3443,0.0,0.0,5,1,1,1,0,1,0,1,7.0
3321,26.15,0.0,1,5,0,2,0,0,1,0,2.0
2997,0.0,0.0,0,10,0,4,0,0,0,0,4.0
1041,11.73,0.0,3,9,0,3,0,0,0,0,1.0
3417,35.0,78.0,3,2,0,1,0,1,1,0,52.0
1722,33.24,0.0,1,8,0,3,1,0,1,0,0.0
1393,0.0,0.0,6,11,1,4,0,0,1,0,6.0
584,0.0,0.0,3,1,0,1,0,1,0,0,0.0
422,65.0,0.0,3,3,0,1,0,0,0,1,0.0
1397,30.0,0.0,4,2,0,1,0,1,1,0,3.0
4142,3.08,0.0,1,8,0,3,1,0,1,0,5.0
4646,0.0,0.0,2,4,0,2,0,0,0,0,0.0
379,30.0,0.0,4,4,0,2,0,0,0,0,0.0
4116,73.295,0.0,0,1,0,1,0,1,0,0,6.0
723,15.0,0.0,3,12,0,4,0,1,1,0,2.0
1039,0.0,0.0,5,9,1,3,0,0,0,1,4.0
1382,19.683333333333334,5.0,2,10,0,4,0,0,1,0,0.0
4109,21.25,4.0,5,1,1,1,0,1,1,0,0.0
2399,9.22,0.0,0,3,0,1,0,0,1,0,0.0
1033,21.43,0.0,1,7,0,3,1,0,0,1,2.0
2360,30.0,4.0,3,10,0,4,0,0,1,0,0.0
2303,40.45,0.0,3,7,0,3,1,0,0,0,4.0
275,10.0,0.0,4,10,0,4,0,0,0,0,2.0
3567,35.71,5.0,0,12,0,4,0,1,0,1,3.0
2103,9.76,4.0,6,9,1,3,0,0,1,0,4.0
3009,0.0,10.0,3,12,0,4,0,1,0,0,6.0
1197,0.0,9.0,1,4,0,2,0,0,0,0,2.0
382,35.0,0.0,0,12,0,4,0,1,0,0,3.0
430,0.0,0.0,0,3,0,1,0,0,0,1,1.0
3753,30.0,0.0,0,1,0,1,0,1,1,0,4.0
2570,20.0,0.0,3,12,0,4,0,1,1,0,1.0
3752,20.0,10.0,5,9,1,3,0,0,1,0,9.0
2075,45.45,13.0,5,12,1,4,0,1,0,1,10.0
4140,0.0,70.0,1,6,0,2,1,0,1,0,51.0
4556,20.0,0.0,3,1,0,1,0,1,0,0,3.0
3488,0.0,0.0,1,2,0,1,0,1,0,0,5.0
2259,0.0,16.0,4,9,0,3,0,0,0,1,13.0
1202,0.0,4.0,4,8,0,3,1,0,1,0,3.0
1304,0.0,4.0,6,11,1,4,0,0,0,0,0.0
1961,18.495,0.0,2,6,0,2,1,0,0,0,0.0
147,20.0,0.0,0,5,0,2,0,0,0,1,0.0
3168,0.0,0.0,5,8,1,3,1,0,1,0,1.0
1202,0.0,8.0,6,8,1,3,1,0,1,0,6.0
137,56.67,0.0,3,8,0,3,1,0,0,1,3.0
2995,19.35,0.0,4,7,0,3,1,0,0,0,10.0
3285,13.77,0.0,2,1,0,1,0,1,0,0,0.0
1188,0.0,0.0,3,6,0,2,1,0,0,0,1.0
700,21.11,0.0,6,4,1,2,0,0,1,0,0.0
1739,28.21,13.0,1,10,0,4,0,0,1,0,0.0
2357,5.26,0.0,2,1,0,1,0,1,0,0,0.0
1897,24.08,5.0,4,7,0,3,1,0,0,1,1.0
2945,0.0,0.0,5,1,1,1,0,1,0,0,1.0
2570,10.0,0.0,6,2,1,1,0,1,1,0,0.0
1193,30.0,0.0,2,1,0,1,0,1,0,0,1.0
282,0.0,4.0,4,1,0,1,0,1,0,0,1.0
2408,51.85,4.0,2,1,0,1,0,1,1,0,2.0
2070,20.0,5.0,0,12,0,4,0,1,0,1,2.0
1808,30.0,0.0,3,1,0,1,0,1,0,0,1.0
3439,0.0,0.0,0,1,0,1,0,1,0,1,4.0
283,15.0,0.0,0,7,0,3,1,0,0,0,0.0
4658,0.0,0.0,3,8,0,3,1,0,0,0,1.0
129,37.37,0.0,3,6,0,2,1,0,0,1,0.0
3488,0.0,5.0,3,5,0,2,0,0,0,0,6.0
2104,2.44,0.0,0,1,0,1,0,1,1,0,5.0
1189,0.0,21.0,0,11,0,4,0,0,0,0,35.0
3417,6.25,19.0,0,10,0,4,0,0,1,0,22.0
3455,0.0,11.0,3,11,0,4,0,0,0,1,0.0
275,40.01,10.0,6,1,1,1,0,1,0,0,7.0
2945,0.0,5.0,3,12,0,4,0,1,0,0,5.0
700,25.0,0.0,6,2,1,1,0,1,1,0,1.0
3432,50.0,31.0,4,11,0,4,0,0,0,1,60.0
125,38.75,4.0,2,6,0,2,1,0,0,1,2.0
692,6.67,0.0,5,4,1,2,0,0,1,0,4.0
2568,17.19,4.0,1,9,0,3,0,0,1,0,1.0
2258,15.62,0.0,0,1,0,1,0,1,0,1,5.0
1038,0.0,0.0,0,10,0,4,0,0,0,1,13.0
3772,43.335,9.0,5,1,1,1,0,1,1,0,9.0
4566,50.0,0.0,6,11,1,4,0,0,0,0,4.0
3332,0.0,11.0,1,11,0,4,0,0,0,1,23.0
2302,35.88,0.0,3,3,0,1,0,0,1,0,1.0
2501,0.0,0.0,4,7,0,3,1,0,0,0,1.0
1695,14.29,20.0,6,4,1,2,0,0,1,0,17.0
680,0.0,0.0,4,5,0,2,0,0,0,0,4.0
141,70.0,5.0,3,9,0,3,0,0,0,1,10.0
276,30.01,0.0,5,2,1,1,0,1,0,0,1.0
1572,0.0,24.0,5,10,1,4,0,0,0,1,14.0
2410,18.92,11.0,5,1,1,1,0,1,1,0,8.0
2825,38.26,0.0,6,11,1,4,0,0,1,0,0.0
2094,0.0,0.0,3,6,0,2,1,0,0,1,0.0
2396,35.0,5.0,2,4,0,2,0,0,0,0,2.0
2378,2.0,0.0,5,6,1,2,1,0,1,0,0.0
4329,0.0,0.0,4,3,0,1,0,0,0,0,0.0
2999,40.0,0.0,5,1,1,1,0,1,0,0,0.0
4546,0.0,0.0,3,1,0,1,0,1,0,0,1.0
2896,25.0,30.0,6,1,1,1,0,1,1,0,17.0
1411,0.0,0.0,3,9,0,3,0,0,0,0,1.0
3842,50.62,0.0,6,1,1,1,0,1,0,1,0.0
3461,0.0,0.0,1,2,0,1,0,1,0,1,11.0
3745,54.39,13.0,3,6,0,2,1,0,1,0,2.0
1687,20.59,0.0,5,7,1,3,1,0,0,0,2.0
2376,13.685,0.0,3,12,0,4,0,1,1,0,1.0
2053,0.0,0.0,0,7,0,3,1,0,0,0,2.0
3744,35.96,0.0,4,10,0,4,0,0,1,0,1.0
580,0.0,0.0,2,12,0,4,0,1,0,0,1.0
3807,38.1,0.0,2,8,0,3,1,0,0,1,0.0
2485,0.0,0.0,4,8,0,3,1,0,0,0,2.0
4140,34.120000000000005,21.0,3,12,0,4,0,1,1,0,20.0
3315,40.0,27.0,5,12,1,4,0,1,1,0,9.0
1304,20.0,0.0,2,8,0,3,1,0,0,0,1.0
1806,30.0,0.0,4,2,0,1,0,1,0,0,1.0
4327,15.38,0.0,6,10,1,4,0,0,0,0,0.0
1634,15.0,21.0,2,3,0,1,0,0,0,0,9.0
2484,0.0,10.0,5,2,1,1,0,1,0,0,2.0
1419,46.46,0.0,3,4,0,2,0,0,1,0,5.0
2264,24.21,0.0,3,12,0,4,0,1,0,1,1.0
2074,9.09,108.0,2,11,0,4,0,0,0,1,52.0
1392,20.0,9.0,1,7,0,3,1,0,1,0,11.0
2250,35.0,0.0,2,11,0,4,0,0,0,0,1.0
1178,30.0,0.0,1,2,0,1,0,1,0,0,2.0
4447,10.0,5.0,1,2,0,1,0,1,1,0,2.0
1733,15.89,0.0,3,3,0,1,0,0,1,0,0.0
289,0.0,0.0,2,5,0,2,0,0,0,0,1.0
313,20.675714285714285,0.0,5,5,1,2,0,0,1,0,0.0
3333,5.88,48.0,4,11,0,4,0,0,0,1,25.0
1382,19.683333333333334,0.0,4,9,0,3,0,0,1,0,0.0
1329,6.25,4.0,5,1,1,1,0,1,1,0,2.0
3766,0.0,0.0,0,1,0,1,0,1,1,0,5.0
1722,56.92,0.0,3,9,0,3,0,0,1,0,8.0
388,0.0,0.0,5,12,1,4,0,1,0,0,0.0
1363,0.0,0.0,3,5,0,2,0,0,0,0,1.0
4112,0.0,10.0,6,3,1,1,0,0,0,0,4.0
2570,10.0,0.0,2,2,0,1,0,1,1,0,0.0
2558,10.0,13.0,0,5,0,2,0,0,1,0,22.0
3479,26.630000000000003,0.0,0,7,0,3,1,0,0,0,2.0
726,5.88,23.0,6,6,1,2,1,0,1,0,11.0
697,2.705,28.0,6,4,1,2,0,0,1,0,51.0
3759,29.29,0.0,1,7,0,3,1,0,0,0,0.0
1897,20.0,0.0,6,5,1,2,0,0,0,1,1.0
389,0.0,0.0,5,8,1,3,1,0,0,0,0.0
3306,50.0,0.0,4,4,0,2,0,0,0,0,1.0
2247,20.0,4.0,3,6,0,2,1,0,0,0,0.0
3441,0.0,0.0,5,2,1,1,0,1,0,1,2.0
2365,0.0,12.0,3,5,0,2,0,0,1,0,0.0
2994,20.0,0.0,4,2,0,1,0,1,0,0,1.0
2578,35.0,0.0,5,12,1,4,0,1,1,0,3.0
3466,40.0,43.0,1,12,0,4,0,1,0,1,44.0
1199,20.0,25.0,6,2,1,1,0,1,1,0,1.0
120,21.28,0.0,6,6,1,2,1,0,0,1,6.0
4465,0.0,34.0,5,3,1,1,0,0,1,0,24.0
107,52.7,0.0,1,3,0,1,0,0,0,1,0.0
3480,22.355,0.0,6,7,1,3,1,0,0,0,1.0
2999,25.0,0.0,2,7,0,3,1,0,0,0,3.0
389,0.0,0.0,0,4,0,2,0,0,0,0,1.0
1362,0.0,0.0,4,12,0,4,0,1,0,0,1.0
2993,16.67,0.0,5,7,1,3,1,0,0,0,0.0
3436,0.0,9.0,6,2,1,1,0,1,0,1,8.0
1709,33.82,0.0,5,10,1,4,0,0,1,0,0.0
2056,11.11,20.0,6,11,1,4,0,0,1,0,42.0
3333,11.76,37.0,3,12,0,4,0,1,0,1,14.0
299,40.0,0.0,0,10,0,4,0,0,0,0,0.0
2906,0.0,26.0,4,2,0,1,0,1,1,0,10.0
269,0.0,0.0,3,5,0,2,0,0,0,0,0.0
1699,20.0,10.0,0,4,0,2,0,0,1,0,25.0
39,7.77,0.0,5,2,1,1,0,1,0,0,5.0
2366,28.57,0.0,0,1,0,1,0,1,1,0,0.0
1384,68.85,0.0,5,2,1,1,0,1,1,0,0.0
699,6.67,10.0,2,7,0,3,1,0,1,0,14.0
107,34.685,0.0,1,2,0,1,0,1,0,1,0.0
3427,0.0,4.0,6,11,1,4,0,0,0,1,24.0
2564,60.0,0.0,0,1,0,1,0,1,1,0,0.0
3332,0.0,0.0,4,6,0,2,1,0,0,1,0.0
3842,50.62,0.0,4,1,0,1,0,1,0,1,0.0
2561,39.285,0.0,0,8,0,3,1,0,1,0,1.0
2486,0.0,15.0,6,5,1,2,0,0,0,0,2.0
133,52.35,5.0,1,11,0,4,0,0,0,1,2.0
1330,0.0,36.0,3,1,0,1,0,1,1,0,15.0
3567,35.71,0.0,3,10,0,4,0,0,0,1,0.0
683,14.49,0.0,4,12,0,4,0,1,0,0,1.0
3398,40.19,0.0,6,2,1,1,0,1,0,0,2.0
1744,10.0,4.0,4,9,0,3,0,0,1,0,2.0
3743,1.89,0.0,3,5,0,2,0,0,1,0,5.0
3759,26.365,0.0,3,11,0,4,0,0,0,0,1.0
1698,0.0,11.0,1,10,0,4,0,0,1,0,21.0
3397,0.0,0.0,3,5,0,2,0,0,0,0,2.0
1583,0.0,0.0,3,6,0,2,1,0,0,0,1.0
1026,35.0,0.0,5,9,1,3,0,0,0,0,2.0
139,0.0,0.0,5,10,1,4,0,0,0,1,0.0
1038,0.0,0.0,0,1,0,1,0,1,0,1,2.0
1696,0.0,5.0,6,5,1,2,0,0,1,0,10.0
3767,30.0,0.0,5,6,1,2,1,0,1,0,0.0
3486,20.0,0.0,4,10,0,4,0,0,0,0,0.0
3842,18.99,0.0,6,2,1,1,0,1,0,1,0.0
1808,30.0,5.0,4,5,0,2,0,0,0,0,0.0
1413,11.11,0.0,2,12,0,4,0,1,1,0,7.0
723,0.0,4.0,3,9,0,3,0,0,1,0,7.0
3432,0.0,10.0,1,1,0,1,0,1,0,1,6.0
674,14.14,0.0,0,10,0,4,0,0,0,0,1.0
4141,5.41,119.0,6,5,1,2,0,0,1,0,66.0
2500,0.0,0.0,5,10,1,4,0,0,0,0,0.0
1382,0.665,0.0,2,3,0,1,0,0,1,0,2.0
4139,18.92,22.0,3,10,0,4,0,0,1,0,26.0
728,45.75,0.0,0,10,0,4,0,0,1,0,0.0
2101,10.77,29.0,1,3,0,1,0,0,1,0,27.0
3286,0.0,0.0,6,10,1,4,0,0,0,0,1.0
2262,0.0,0.0,4,2,0,1,0,1,0,1,0.0
679,0.0,0.0,0,7,0,3,1,0,0,0,1.0
1388,0.0,4.0,2,1,0,1,0,1,1,0,17.0
2249,24.200000000000003,0.0,5,7,1,3,1,0,0,0,0.0
1739,28.21,17.0,3,8,0,3,1,0,1,0,1.0
4553,20.0,4.0,0,1,0,1,0,1,0,0,1.0
2266,28.125,0.0,2,3,0,1,0,0,0,1,0.0
3751,42.4,0.0,6,9,1,3,0,0,1,0,1.0
281,50.0,0.0,5,4,1,2,0,0,0,0,2.0
275,20.01,0.0,5,7,1,3,1,0,0,0,2.0
724,0.0,4.0,6,5,1,2,0,0,1,0,2.0
1420,70.0,0.0,4,7,0,3,1,0,1,0,9.0
4115,27.07,0.0,6,2,1,1,0,1,0,0,0.0
2353,7.69,8.0,2,3,0,1,0,0,1,0,1.0
277,25.01,9.0,1,7,0,3,1,0,0,0,7.0
3485,17.933333333333334,0.0,6,3,1,1,0,0,1,0,0.0
107,52.7,0.0,2,6,0,2,1,0,0,1,0.0
1572,0.0,0.0,1,1,0,1,0,1,0,1,0.0
1729,0.0,4.0,5,4,1,2,0,0,1,0,0.0
3744,35.96,0.0,1,9,0,3,0,0,1,0,1.0
322,50.0,4.0,0,5,0,2,0,0,0,1,0.0
128,38.75,0.0,0,8,0,3,1,0,0,1,3.0
2557,0.0,22.0,3,6,0,2,1,0,1,0,18.0
1742,7.1,0.0,1,12,0,4,0,1,1,0,3.0
2052,0.0,0.0,1,8,0,3,1,0,0,0,1.0
2354,0.0,17.0,0,2,0,1,0,1,1,0,18.0
1582,0.0,0.0,1,4,0,2,0,0,0,0,2.0
728,45.75,0.0,3,12,0,4,0,1,1,0,0.0
4375,0.0,5.0,2,9,0,3,0,0,0,0,2.0
2304,2.68,0.0,2,8,0,3,1,0,0,0,0.0
1729,40.0,4.0,6,1,1,1,0,1,1,0,4.0
1397,0.0,13.0,2,8,0,3,1,0,1,0,4.0
1372,0.0,8.0,3,1,0,1,0,1,0,0,0.0
3477,35.87,0.0,2,9,0,3,0,0,1,0,0.0
1381,53.33,0.0,1,9,0,3,0,0,1,0,0.0
686,5.41,9.0,0,1,0,1,0,1,1,0,1.0
2373,0.0,4.0,4,10,0,4,0,0,1,0,8.0
1032,40.0,0.0,4,9,0,3,0,0,0,1,2.0
2562,0.0,4.0,0,4,0,2,0,0,1,0,6.0
4648,0.0,0.0,1,1,0,1,0,1,0,0,0.0
121,0.0,0.0,6,6,1,2,1,0,0,1,1.0
3321,28.62,5.0,3,6,0,2,1,0,1,0,3.0
3480,20.0,0.0,4,4,0,2,0,0,0,0,2.0
1888,1.28,0.0,5,5,1,2,0,0,0,0,0.0
3848,20.0,0.0,6,1,1,1,0,1,0,0,2.0
4649,0.0,0.0,0,8,0,3,1,0,0,0,1.0
3334,31.43,54.0,6,10,1,4,0,0,0,1,44.0
4120,26.385,0.0,3,9,0,3,0,0,1,0,2.0
